0.000000,0.675900,0.220925,0.077525,0.017875,0.007775,0.000000
1.000000,0.664250,0.316625,0.011150,0.005100,0.002875,0.000000
2.000000,0.676475,0.307050,0.012350,0.004125,0.000000,0.000000
3.000000,0.994175,0.005825,0.000000,0.000000,0.000000,0.000000
4.000000,0.645675,0.352125,0.001125,0.001075,0.000000,0.000000
5.000000,0.828475,0.168150,0.003375,0.000000,0.000000,0.000000
6.000000,0.647825,0.351375,0.000800,0.000000,0.000000,0.000000
7.000000,0.649775,0.344825,0.004550,0.000850,0.000000,0.000000
8.000000,0.864750,0.124125,0.011125,0.000000,0.000000,0.000000
9.000000,0.731850,0.263775,0.003550,0.000825,0.000000,0.000000
10.000000,0.713975,0.237525,0.037400,0.011100,0.000000,0.000000
11.000000,0.715625,0.279250,0.003900,0.001225,0.000000,0.000000
12.000000,0.644325,0.332475,0.021000,0.002200,0.000000,0.000000
13.000000,0.821650,0.174300,0.004050,0.000000,0.000000,0.000000
14.000000,0.994175,0.005825,0.000000,0.000000,0.000000,0.000000
15.000000,0.645675,0.352125,0.001125,0.001075,0.000000,0.000000
16.000000,0.828475,0.168150,0.003375,0.000000,0.000000,0.000000
17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.000000,0.754050,0.242900,0.003050,0.000000,0.000000,0.000000
19.000000,0.755075,0.242050,0.002875,0.000000,0.000000,0.000000
20.000000,0.753750,0.242675,0.002500,0.001075,0.000000,0.000000
21.000000,0.768025,0.177425,0.054550,0.000000,0.000000,0.000000
22.000000,0.777600,0.162300,0.060100,0.000000,0.000000,0.000000
23.000000,0.982125,0.017875,0.000000,0.000000,0.000000,0.000000
24.000000,0.768300,0.218425,0.007975,0.005300,0.000000,0.000000
25.000000,0.760425,0.232450,0.004175,0.002950,0.000000,0.000000
26.000000,0.754350,0.241950,0.002125,0.001575,0.000000,0.000000
27.000000,0.757475,0.240150,0.002375,0.000000,0.000000,0.000000
28.000000,0.760600,0.107525,0.050925,0.043225,0.037725,0.000000
29.000000,0.758800,0.211825,0.026600,0.002775,0.000000,0.000000
30.000000,0.759050,0.238050,0.002900,0.000000,0.000000,0.000000
31.000000,0.757450,0.203175,0.036250,0.003125,0.000000,0.000000
32.000000,0.989150,0.010850,0.000000,0.000000,0.000000,0.000000
33.000000,0.614800,0.382000,0.003200,0.000000,0.000000,0.000000
34.000000,0.629575,0.368925,0.001500,0.000000,0.000000,0.000000
35.000000,0.619275,0.378075,0.001450,0.001200,0.000000,0.000000
36.000000,0.634150,0.364475,0.001375,0.000000,0.000000,0.000000
37.000000,0.642875,0.096050,0.074900,0.069625,0.058650,0.057900
38.000000,0.627725,0.328900,0.041550,0.001825,0.000000,0.000000
39.000000,0.629250,0.209750,0.158250,0.002750,0.000000,0.000000
40.000000,0.617300,0.181275,0.170775,0.030650,0.000000,0.000000
41.000000,0.945175,0.054825,0.000000,0.000000,0.000000,0.000000
42.000000,0.564225,0.424325,0.011450,0.000000,0.000000,0.000000
43.000000,0.564700,0.433600,0.001700,0.000000,0.000000,0.000000
44.000000,0.560300,0.437475,0.001175,0.001050,0.000000,0.000000
45.000000,0.562600,0.436150,0.001250,0.000000,0.000000,0.000000
46.000000,0.560800,0.422225,0.016125,0.000850,0.000000,0.000000
47.000000,0.567225,0.432775,0.000000,0.000000,0.000000,0.000000
48.000000,0.561900,0.426600,0.011500,0.000000,0.000000,0.000000
49.000000,0.562050,0.436200,0.001750,0.000000,0.000000,0.000000
50.000000,0.567575,0.430100,0.001175,0.001150,0.000000,0.000000
51.000000,0.558150,0.436600,0.005250,0.000000,0.000000,0.000000
52.000000,0.578975,0.411650,0.009375,0.000000,0.000000,0.000000
53.000000,0.572275,0.234125,0.108550,0.062250,0.022800,0.000000
54.000000,0.581850,0.416275,0.001875,0.000000,0.000000,0.000000
55.000000,0.560350,0.436975,0.001350,0.001325,0.000000,0.000000
56.000000,0.568850,0.377750,0.051850,0.001550,0.000000,0.000000
57.000000,0.560200,0.115925,0.092550,0.088000,0.072375,0.070950
58.000000,0.545375,0.253750,0.200875,0.000000,0.000000,0.000000
59.000000,0.556225,0.262125,0.181650,0.000000,0.000000,0.000000
60.000000,0.632675,0.367325,0.000000,0.000000,0.000000,0.000000
61.000000,0.631050,0.362525,0.006425,0.000000,0.000000,0.000000
62.000000,0.627125,0.370975,0.001900,0.000000,0.000000,0.000000
63.000000,0.626200,0.371600,0.001175,0.001025,0.000000,0.000000
64.000000,0.629025,0.368125,0.002850,0.000000,0.000000,0.000000
65.000000,0.640975,0.359025,0.000000,0.000000,0.000000,0.000000
66.000000,0.625400,0.369775,0.004825,0.000000,0.000000,0.000000
67.000000,0.619400,0.379250,0.001350,0.000000,0.000000,0.000000
68.000000,0.624175,0.373675,0.001150,0.001000,0.000000,0.000000
69.000000,0.509675,0.490325,0.000000,0.000000,0.000000,0.000000
70.000000,0.514875,0.377125,0.074425,0.033575,0.000000,0.000000
71.000000,0.529475,0.466550,0.002075,0.001900,0.000000,0.000000
72.000000,0.515200,0.457125,0.027675,0.000000,0.000000,0.000000
73.000000,0.529225,0.466650,0.002125,0.002000,0.000000,0.000000
74.000000,0.531500,0.461550,0.006950,0.000000,0.000000,0.000000
